Start,Finish,Distance (mi),Steps (count)
26-Jan-2018 00:00,27-Jan-2018 00:00,4.90397329595146,11231.0
27-Jan-2018 00:00,28-Jan-2018 00:00,0.0,0.0
28-Jan-2018 00:00,29-Jan-2018 00:00,0.0286141434024135,65.0
29-Jan-2018 00:00,30-Jan-2018 00:00,2.21382749741976,4837.0
30-Jan-2018 00:00,31-Jan-2018 00:00,1.84235315756013,4088.0
31-Jan-2018 00:00,01-Feb-2018 00:00,0.795901932711151,1812.0
01-Feb-2018 00:00,02-Feb-2018 00:00,2.41868736578107,5186.0
02-Feb-2018 00:00,03-Feb-2018 00:00,2.60373792054637,5641.0
03-Feb-2018 00:00,04-Feb-2018 00:00,1.06622325618326,2323.0
04-Feb-2018 00:00,05-Feb-2018 00:00,2.17141269983156,4613.0
05-Feb-2018 00:00,06-Feb-2018 00:00,5.92234502800699,11978.0
